Stufe;Versorger;Tarif;Tarif-ID;Sparte;Typ;Verbrauch von;Verbrauch bis;gültig von;gültig bis;Provision in Euro;Provision in Euro je kWh;Folgeprovision in Euro;Folgeprovision in Euro je kWh;Sonderprovision
Stufe 21;Enercity;Enercity Strom XL PLZ;19643;Strom;Gewerbekunde;7251;30000;2026-01-01;2999-03-31;62.00;;;;
Stufe 21;Enercity;Enercity Strom XL PLZ;19643;Strom;Gewerbekunde;2251;4750;2026-03-02;2026-04-28;;;;;55.00 on Top 
Stufe 21;Enercity;Enercity Strom XL PLZ;19643;Strom;Gewerbekunde;500;2250;2026-03-02;2026-04-28;;;;;25.00 on Top 
Stufe 21;Enercity;Enercity Strom XL PLZ;19643;Strom;Gewerbekunde;4751;7250;2026-03-02;2026-04-28;;;;;85.00 on Top 
Stufe 21;Enercity;Enercity Strom XL PLZ;19643;Strom;Gewerbekunde;7251;30000;2026-03-02;2026-04-28;;;;;115.00 on Top 
Stufe 21;Enercity;Enercity Strom XL PLZ;19643;Strom;Gewerbekunde;0;0;2026-03-02;2026-04-28;;;;;70.00 on Top 
Stufe 21;Energie Brandenburg;Ökogas Fix Gewerbe;17129;Gas;Gewerbekunde;10000;99999;2025-06-19;2999-01-31;92.00;;;;
Stufe 21;Energie Brandenburg;Ökogas Fix Gewerbe;17129;Gas;Gewerbekunde;100000;499999;2025-06-19;2999-01-31;140.00;;;;
Stufe 21;Energie Brandenburg;Ökogas Fix Gewerbe;17129;Gas;Gewerbekunde;500000;1500000;2025-06-19;2999-01-31;380.00;;;;
Stufe 21;Energie Brandenburg;Ökogas Fix Privat;17128;Gas;Privatkunde;0;11999;2026-01-01;2999-01-31;173.00;;;;
Stufe 21;Energie Brandenburg;Ökogas Fix Privat;17128;Gas;Privatkunde;12000;39999;2026-01-01;2999-01-31;203.00;;;;
Stufe 21;Energie Brandenburg;Ökogas Fix Privat;17128;Gas;Privatkunde;40000;100000;2026-01-01;2999-01-31;243.00;;;;
Stufe 21;Energie Brandenburg;STROM Fix Gewerbe;17127;Strom;Gewerbekunde;1000;9999;2025-06-19;2999-01-31;68.00;;;;
Stufe 21;Energie Brandenburg;STROM Fix Gewerbe;17127;Strom;Gewerbekunde;10000;29999;2025-06-19;2999-01-31;115.00;;;;
Stufe 21;Energie Brandenburg;STROM Fix Gewerbe;17127;Strom;Gewerbekunde;30000;100000;2025-06-19;2999-01-31;190.00;;;;
Stufe 21;Energie Brandenburg;STROM Fix Privat;17126;Strom;Privatkunde;1500;2499;2026-01-01;2999-01-31;118.00;;;;
Stufe 21;Energie Brandenburg;STROM Fix Privat;17126;Strom;Privatkunde;2500;3999;2026-01-01;2999-01-31;163.00;;;;
Stufe 21;Energie Brandenburg;STROM Fix Privat;17126;Strom;Privatkunde;4000;30000;2026-01-01;2999-01-31;203.00;;;;
Stufe 21;Energie von nebenan;Gas von nebenan fix²;19825;Gas;Privatkunde;2500;1499999;2026-03-28;2999-07-31;168.00;;;;
Stufe 21;Energie von nebenan;Gas von nebenan fix² Bestand;19831;Gas;Privatkunde;2500;1499999;2026-03-28;2999-07-31;150.00;;;;
Stufe 21;Energie von nebenan;Gas von nebenan fix² Gewerbe;19826;Gas;Gewerbekunde;2500;1499999;2026-03-28;2999-07-31;168.00;;;;
Stufe 21;Energie von nebenan;Strom von nebenan fix²;19827;Strom;Privatkunde;750;99999;2026-03-28;2999-07-31;168.00;;;;
Stufe 21;Energie von nebenan;Strom von nebenan fix² Bestand;19832;Strom;Privatkunde;750;99999;2026-03-28;2999-07-31;150.00;;;;
Stufe 21;Energie von nebenan;Strom von nebenan fix² Gewerbe;19828;Strom;Gewerbekunde;750;99999;2026-03-28;2999-07-31;168.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V12 GW;18641;Gas;Gewerbekunde;0;100000;2025-05-01;2999-04-30;209.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V12 GW;18641;Gas;Gewerbekunde;0;0;2026-02-22;2026-03-31;;;;;30.00 on Top 
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V12 HH;18640;Gas;Privatkunde;0;100000;2025-05-01;2999-04-30;209.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V12 HH;18640;Gas;Privatkunde;0;0;2026-02-22;2026-03-31;;;;;30.00 on Top 
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V15 GW;18904;Gas;Gewerbekunde;0;100000;2025-06-01;2999-04-30;209.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V15 GW;18904;Gas;Gewerbekunde;0;0;2026-02-22;2026-03-31;;;;;30.00 on Top 
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V15 HH;18903;Gas;Privatkunde;0;100000;2025-06-01;2999-04-30;209.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V15 HH;18903;Gas;Privatkunde;0;0;2026-02-22;2026-03-31;;;;;30.00 on Top 
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V6 GW;18647;Gas;Gewerbekunde;0;100000;2026-03-01;2999-04-30;209.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V6 GW;18647;Gas;Gewerbekunde;0;0;2026-02-22;2026-03-31;;;;;30.00 on Top 
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V6 HH;18646;Gas;Privatkunde;0;100000;2026-03-01;2999-04-30;209.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabigas24 08.2027 V6 HH;18646;Gas;Privatkunde;0;0;2026-02-22;2026-03-31;;;;;30.00 on Top 
Stufe 21;Energieversorgung Mittelrhein AG;Stabistrom24 08.2027 V5 GW;18887;Strom;Gewerbekunde;1;100000;2025-06-01;2999-03-31;140.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabistrom24 08.2027 V5 GW;18887;Strom;Gewerbekunde;0;0;2026-02-22;2026-03-31;;;;;30.00 on Top 
Stufe 21;Energieversorgung Mittelrhein AG;Stabistrom24 08.2027 V5 HH;18886;Strom;Privatkunde;1;100000;2025-06-01;2999-03-31;140.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabistrom24 08.2027 V5 HH;18886;Strom;Privatkunde;0;0;2026-02-22;2026-03-31;;;;;30.00 on Top 
Stufe 21;Energieversorgung Mittelrhein AG;Stabistrom24 08.2027 V7 GW;18386;Strom;Gewerbekunde;1;100000;2026-03-01;2999-03-31;140.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabistrom24 08.2027 V7 GW;18386;Strom;Gewerbekunde;0;0;2026-02-22;2026-03-31;;;;;30.00 on Top 
Stufe 21;Energieversorgung Mittelrhein AG;Stabistrom24 08.2027 V7 HH;18385;Strom;Privatkunde;1;100000;2026-03-01;2999-03-31;140.00;;;;
Stufe 21;Energieversorgung Mittelrhein AG;Stabistrom24 08.2027 V7 HH;18385;Strom;Privatkunde;0;0;2026-02-22;2026-03-31;;;;;30.00 on Top 
Stufe 21;Energrün;Ladestrom plus;19017;Strom;Privatkunde;1;100000;2026-01-01;2999-08-31;45.50;;;;
Stufe 21;Energrün;Ladestrom plus;19017;Strom;Privatkunde;1;100000;2026-01-01;2999-08-31;;;45.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Energrün;Ladestrom plus (Gewerbe);19018;Strom;Gewerbekunde;1;100000;2026-01-01;2999-08-31;45.50;;;;
Stufe 21;Energrün;Ladestrom plus (Gewerbe);19018;Strom;Gewerbekunde;1;100000;2026-01-01;2999-08-31;;;45.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Energrün;Ladestrom pur;19035;Strom;Privatkunde;1;100000;2026-01-01;2999-08-31;45.50;;;;
Stufe 21;Energrün;Ladestrom pur;19035;Strom;Privatkunde;1;100000;2026-01-01;2999-08-31;;;45.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Energrün;Ladestrom pur (Gewerbe);19036;Strom;Gewerbekunde;1;100000;2026-01-01;2999-08-31;45.50;;;;
Stufe 21;Energrün;Ladestrom pur (Gewerbe);19036;Strom;Gewerbekunde;1;100000;2026-01-01;2999-08-31;;;45.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Energrün;Ökogas E-24;18214;Gas;Privatkunde;1;1500000;2025-08-01;2999-08-31;155.00;;;;
Stufe 21;Energrün;Ökogas E-24 (Gewerbe);18215;Gas;Gewerbekunde;1;1500000;2025-08-01;2999-08-31;155.00;;;;
Stufe 21;Energrün;Ökogas plus;17955;Gas;Privatkunde;1;1500000;2024-09-01;2999-09-30;;0.00850000;;;
Stufe 21;Energrün;Ökogas plus;17955;Gas;Privatkunde;1;1500000;2024-09-01;2999-09-30;;;;0.00850000 ab dem 13. Belieferungsmonat jährlich;
Stufe 21;Energrün;Ökogas plus (Gewerbe);17956;Gas;Gewerbekunde;1;1500000;2024-09-01;2999-09-30;;0.00850000;;;
Stufe 21;Energrün;Ökogas plus (Gewerbe);17956;Gas;Gewerbekunde;1;1500000;2024-09-01;2999-09-30;;;;0.00850000 ab dem 13. Belieferungsmonat jährlich;
Stufe 21;Energrün;Ökostrom E-24;18216;Strom;Privatkunde;1;100000;2025-08-01;2999-08-31;155.00;;;;
Stufe 21;Energrün;Ökostrom E-24 (Gewerbe);18217;Strom;Gewerbekunde;1;100000;2025-08-01;2999-08-31;155.00;;;;
Stufe 21;Energrün;Ökostrom plus;17957;Strom;Privatkunde;1;100000;2024-09-01;2999-09-30;;0.00830000;;;
Stufe 21;Energrün;Ökostrom plus;17957;Strom;Privatkunde;1;100000;2024-09-01;2999-09-30;;;;0.00830000 ab dem 13. Belieferungsmonat jährlich;
Stufe 21;Energrün;Ökostrom plus (Gewerbe);17958;Strom;Gewerbekunde;1;100000;2024-09-01;2999-09-30;;0.00830000;;;
Stufe 21;Energrün;Ökostrom plus (Gewerbe);17958;Strom;Gewerbekunde;1;100000;2024-09-01;2999-09-30;;;;0.00830000 ab dem 13. Belieferungsmonat jährlich;
Stufe 21;Energrün;Ökostrom plus 24;19029;Strom;Privatkunde;1;100000;2025-08-01;2999-09-30;;0.00690000;;;
Stufe 21;Energrün;Ökostrom plus 24;19029;Strom;Privatkunde;1;100000;2025-08-01;2999-09-30;;;;0.00690000 ab dem 13. Belieferungsmonat jährlich;
Stufe 21;Energrün;Ökostrom plus 24 (Gewerbe);19030;Strom;Gewerbekunde;1;100000;2025-08-01;2999-09-30;;0.00690000;;;
Stufe 21;Energrün;Ökostrom plus 24 (Gewerbe);19030;Strom;Gewerbekunde;1;100000;2025-08-01;2999-09-30;;;;0.00690000 ab dem 13. Belieferungsmonat jährlich;
Stufe 21;Energrün;Ökostrom pro;19033;Strom;Privatkunde;1;100000;2025-08-01;2999-08-31;44.00;;;;
Stufe 21;Energrün;Ökostrom pro;19033;Strom;Privatkunde;1;100000;2025-08-01;2999-08-31;;;44.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Energrün;Ökostrom pro (Gewerbe);19034;Strom;Gewerbekunde;1;100000;2025-08-01;2999-08-31;44.00;;;;
Stufe 21;Energrün;Ökostrom pro (Gewerbe);19034;Strom;Gewerbekunde;1;100000;2025-08-01;2999-08-31;;;44.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Energrün;Ökostrom Wechselwunder 24;19794;Strom;Privatkunde;1;100000;2026-03-02;2026-03-31;92.00;;;;
Stufe 21;Energrün;Ökostrom Wechselwunder 24 (Gewerbe);19795;Strom;Gewerbekunde;1;100000;2026-03-02;2026-03-31;92.00;;;;
Stufe 21;Energrün;Wärmestrom plus;19019;Strom;Privatkunde;1;100000;2025-08-01;2999-08-31;45.50;;;;
Stufe 21;Energrün;Wärmestrom plus;19019;Strom;Privatkunde;1;100000;2025-08-01;2999-08-31;;;45.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Energrün;Wärmestrom plus;19021;Strom;Privatkunde;1;100000;2025-08-01;2999-08-31;45.50;;;;
Stufe 21;Energrün;Wärmestrom plus;19021;Strom;Privatkunde;1;100000;2025-08-01;2999-08-31;;;45.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMET;19447;Strom;Privatkunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMET;19447;Strom;Privatkunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMET;19447;Strom;Privatkunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMET Gewerbe;19451;Strom;Gewerbekunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMET Gewerbe;19451;Strom;Gewerbekunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMET Gewerbe;19451;Strom;Gewerbekunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMZT;19448;Strom;Privatkunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMZT;19448;Strom;Privatkunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMZT;19448;Strom;Privatkunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMZT Gewerbe;19452;Strom;Gewerbekunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMZT Gewerbe;19452;Strom;Gewerbekunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgemMZT Gewerbe;19452;Strom;Gewerbekunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMET;18391;Strom;Privatkunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMET;18391;Strom;Privatkunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMET;18391;Strom;Privatkunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMET Gewerbe;18395;Strom;Gewerbekunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMET Gewerbe;18395;Strom;Gewerbekunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMET Gewerbe;18395;Strom;Gewerbekunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMZT;18392;Strom;Privatkunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMZT;18392;Strom;Privatkunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMZT;18392;Strom;Privatkunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMZT Gewerbe;18396;Strom;Gewerbekunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMZT Gewerbe;18396;Strom;Gewerbekunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 NSgetrMZT Gewerbe;18396;Strom;Gewerbekunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMET;19449;Strom;Privatkunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMET;19449;Strom;Privatkunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMET;19449;Strom;Privatkunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMET Gewerbe;19453;Strom;Gewerbekunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMET Gewerbe;19453;Strom;Gewerbekunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMET Gewerbe;19453;Strom;Gewerbekunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMZT;19450;Strom;Privatkunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMZT;19450;Strom;Privatkunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMZT;19450;Strom;Privatkunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMZT Gewerbe;19454;Strom;Gewerbekunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMZT Gewerbe;19454;Strom;Gewerbekunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgemMZT Gewerbe;19454;Strom;Gewerbekunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMET;18393;Strom;Privatkunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMET;18393;Strom;Privatkunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMET;18393;Strom;Privatkunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMET Gewerbe;18397;Strom;Gewerbekunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMET Gewerbe;18397;Strom;Gewerbekunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMET Gewerbe;18397;Strom;Gewerbekunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMZT;18394;Strom;Privatkunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMZT;18394;Strom;Privatkunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMZT;18394;Strom;Privatkunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMZT Gewerbe;18398;Strom;Gewerbekunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMZT Gewerbe;18398;Strom;Gewerbekunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPgetrMZT Gewerbe;18398;Strom;Gewerbekunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMET;19455;Strom;Privatkunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMET;19455;Strom;Privatkunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMET;19455;Strom;Privatkunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMET Gewerbe;19457;Strom;Gewerbekunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMET Gewerbe;19457;Strom;Gewerbekunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMET Gewerbe;19457;Strom;Gewerbekunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMZT;19456;Strom;Privatkunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMZT;19456;Strom;Privatkunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMZT;19456;Strom;Privatkunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMZT Gewerbe;19458;Strom;Gewerbekunde;1000;4999;2026-01-01;2999-03-31;110.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMZT Gewerbe;19458;Strom;Gewerbekunde;5000;9999;2026-01-01;2999-03-31;130.00;;;;
Stufe 21;Energy Market Solutions;SimplyGreen 24 WPM1gemMZT Gewerbe;19458;Strom;Gewerbekunde;10000;99999;2026-01-01;2999-03-31;160.00;;;;
Stufe 21;Energy2day GmbH;Garantiert24;17355;Strom;Privatkunde;800;30000;2024-08-01;2999-05-31;160.00;;;;
Stufe 21;Energy2day GmbH;GarantiertGas24;17356;Gas;Privatkunde;2500;75000;2024-08-01;2999-05-31;168.00;;;;
Stufe 21;Energy2day GmbH;Sicher24;17354;Strom;Privatkunde;0;20000;2024-08-01;2999-05-31;78.00;;;;
Stufe 21;ENNI Energie & Umwelt Niederrhein GmbH;enni.landgas;16147;Gas;Privatkunde;5000;1500000;2026-01-01;2999-03-31;180.00;;;;
Stufe 21;ENNI Energie & Umwelt Niederrhein GmbH;enni.landstrom;16146;Strom;Privatkunde;500;100000;2025-07-01;2999-03-31;165.00;;;;
Stufe 21;ENNI Energie & Umwelt Niederrhein GmbH;enni.landstrom;16146;Strom;Privatkunde;0;0;2026-01-06;2026-03-31;;;;;15.00 on Top 
Stufe 21;ENNI Energie & Umwelt Niederrhein GmbH;enni.landstrom öko;17338;Strom;Privatkunde;500;100000;2025-07-01;2999-03-31;165.00;;;;
Stufe 21;ENNI Energie & Umwelt Niederrhein GmbH;enni.landstrom öko;17338;Strom;Privatkunde;0;0;2026-01-06;2026-03-31;;;;;15.00 on Top 
Stufe 21;ENNI Energie & Umwelt Niederrhein GmbH;enni.niederrheingas;19602;Gas;Privatkunde;5000;100000;2026-01-01;2999-03-31;129.00;;;;
Stufe 21;ENNI Energie & Umwelt Niederrhein GmbH;enni.niederrheinstrom;19603;Strom;Privatkunde;500;100000;2026-01-01;2999-03-31;129.00;;;;
Stufe 21;ENNI Energie & Umwelt Niederrhein GmbH;enni.niederrheinstrom Öko;19604;Strom;Privatkunde;500;100000;2026-01-01;2999-03-31;129.00;;;;
Stufe 21;Enstroga;Fairpower24;19833;Strom;Privatkunde;1;24999;2026-03-28;2999-03-31;110.00;;;;
Stufe 21;Enstroga;Fairpower24;19836;Strom;Gewerbekunde;1;24999;2026-03-28;2999-03-31;110.00;;;;
Stufe 21;Enstroga;Fairpower24 Extra;19835;Strom;Privatkunde;1;24999;2026-03-28;2999-03-31;228.00;;;;
Stufe 21;Enstroga;Fairpower24 Extra;19838;Strom;Gewerbekunde;1;24999;2026-03-28;2999-03-31;228.00;;;;
Stufe 21;Enstroga;Fairpower24 Gas;19839;Gas;Privatkunde;1;24999;2026-03-28;2999-03-31;110.00;;;;
Stufe 21;Enstroga;Fairpower24 Gas;19842;Gas;Gewerbekunde;1;24999;2026-03-28;2999-03-31;110.00;;;;
Stufe 21;Enstroga;Fairpower24 Gas Extra;19841;Gas;Privatkunde;1;99999;2026-03-28;2999-03-31;228.00;;;;
Stufe 21;Enstroga;Fairpower24 Gas Extra;19844;Gas;Gewerbekunde;1;99999;2026-03-28;2999-03-31;228.00;;;;
Stufe 21;Enstroga;Fairpower24 Gas Plus;19840;Gas;Privatkunde;1;99999;2026-03-28;2999-03-31;190.00;;;;
Stufe 21;Enstroga;Fairpower24 Gas Plus;19843;Gas;Gewerbekunde;1;99999;2026-03-28;2999-03-31;190.00;;;;
Stufe 21;Enstroga;Fairpower24 Plus;19834;Strom;Privatkunde;1;24999;2026-03-28;2999-03-31;190.00;;;;
Stufe 21;Enstroga;Fairpower24 Plus;19837;Strom;Gewerbekunde;1;24999;2026-03-28;2999-03-31;190.00;;;;
Stufe 21;enviaM;enviaM BusinessStrom energie 24M;19294;Strom;Gewerbekunde;10000;100000;2025-10-21;2999-10-31;;0.00760000;;;
Stufe 21;enviaM;enviaM BusinessStrom energie 24M;19294;Strom;Gewerbekunde;10000;100000;2025-10-21;2999-10-31;;;;0.00760000 ab dem 25. Belieferungsmonat jährlich;
Stufe 21;enviaM;enviaM MEIN STROM best 12;16573;Strom;Privatkunde;1;100000;2025-11-01;2999-07-31;39.00;;;;
Stufe 21;enviaM;enviaM MEIN STROM best 24;16574;Strom;Privatkunde;1;100000;2025-11-04;2999-07-31;103.00;;;;
Stufe 21;enviaM;enviaM MEIN STROM best 24;16574;Strom;Privatkunde;0;0;2026-03-22;2026-03-31;;;;;55.00 on Top 
Stufe 21;enviaM;enviaM MEIN STROM relax 24;18686;Strom;Privatkunde;800;100000;2026-03-15;2999-07-31;48.00;;;;
Stufe 21;enviaM;enviaM MEIN STROM relax 24 GVG;18684;Strom;Privatkunde;800;100000;2026-03-15;2999-07-31;48.00;;;;
Stufe 21;enviaM;enviaM ProfiStrom bonus;16577;Strom;Gewerbekunde;1;5000;2025-07-01;2999-12-31;39.00;;;;
Stufe 21;enviaM;enviaM ProfiStrom bonus;16577;Strom;Gewerbekunde;5001;15000;2025-07-01;2999-07-31;133.00;;;;
Stufe 21;enviaM;enviaM ProfiStrom bonus;16577;Strom;Gewerbekunde;15001;30000;2025-07-01;2999-12-31;233.00;;;;
Stufe 21;enviaM;enviaM ProfiStrom bonus;16577;Strom;Gewerbekunde;30001;100000;2025-07-01;2999-12-31;323.00;;;;
Stufe 21;enviaM;enviaM Wärmepumpenstrom getr. Messung;16575;Strom;Privatkunde;1;100000;2025-03-01;2999-07-31;78.00;;;;
Stufe 21;enviaM;enviaM Wärmepumpenstrom getr. Messung M2;18702;Strom;Privatkunde;1;100000;2025-06-01;2999-07-31;78.00;;;;
Stufe 21;enviaM;enviaM Wärmespeicherstrom getr. Messung;16576;Strom;Privatkunde;1;100000;2025-03-01;2999-07-31;78.00;;;;
Stufe 21;eprimo;eprimoGas mit Bonus;7777;Gas;Privatkunde;3500;500000;2026-01-01;2999-09-30;86.00;;;;
Stufe 21;eprimo;eprimoGas ohne Bonus;7776;Gas;Privatkunde;3500;500000;2026-01-01;2999-05-31;120.00;;;;
Stufe 21;eprimo;eprimoGas Stabil;19695;Gas;Privatkunde;3500;500000;2026-02-13;2999-05-31;164.00;;;;
